question,answer,image_id
Qué objeto está delante de la ventana,sofá,image981
Qué hay cerca de la ventana,cortina,image981
Cuáles son los colores de las cortinas,azul_verde,image981
Qué hay detrás de la televisión en la esquina derecha,foto,image981
Cuántas televisoras hay,2,image981
Cuál es el objeto de la izquierda,espejo,image982
Cuáles son los objetos que se encuentran dentro del espejo,"lámpara, libros",image982
lo que se encuentra a la izquierda de la lámpara,libros,image982
lo que se encuentra cerca de los libros frente al espejo,control_remoto,image982
lo que se encuentra a la derecha de la lámpara,cama,image982
Qué objeto se encuentra en la cama,almohada,image983
Cuál es el color de las almohadas,"rojo, verde, azul",image983
Qué objeto se encuentra a la izquierda de la lámpara,libros,image983
Cuántas lámparas hay,2,image983
Qué objeto se encuentra en el lado izquierdo,cortina,image984
Cuál es el objeto encontrado a la derecha,sofá,image984
Cuántos sofás hay,2,image984
Qué hay entre los sofás,gabinete,image984
Cuál es el objeto encontrado detrás del gabinete,ventana,image984
Qué objeto se encuentra en la esquina derecha del gabinete,teléfono_inalámbrico,image984
Qué objeto se encuentra antes de la pared lateral izquierda,televisión,image985
Cuál es el objeto del derecho de la televisión,bicicleta,image985
Cuál es el color del objeto colgado en la bicicleta,azul,image985
Cuál es el objeto opuesto al televisor,cama,image985
Qué objeto es de color rojo cerca de la lámpara dentro del espejo,almohada,image985
Cuál es el objeto encontrado cerca de la ventana,taburete,image986
Qué objetos se encuentran en la mesa,"lámpara, papeles, botella",image986
Cuál es el color de la silla,"azul, rojo",image986
Qué hay detrás de la cama,estantería,image986
Qué hay en la parte superior de la estantería,juguete,image986
Cuál es el objeto encontrado a la izquierda,cama,image987
Qué hay al lado de la cama,puerta,image987
Cuántos botones hay en la puerta,6,image987
lo que se guarda en el armario cerca de la puerta,libros,image987
Cuál es el objeto a la izquierda del gabinete,ventana,image987
Cuál es la sombra que se encuentra en la pared cerca de la cama,luz,image987
Cuál es el color de la sábana,verde,image988
Qué objeto se encuentra al otro lado de la cama,estantería,image988
lo que se encuentran en el lado izquierdo de la estantería,"mesa, lámpara, silla",image988
Cuáles son los colores de la silla,"azul, rojo",image988
Cuáles son los objetos encontrados en la mesa,"lámpara, libros, botella, portalápices",image988
Qué hay pegado en la pared,soporte_de_pared,image989
Cuántos soportes hay,5,image989
lo que se encuentra delante de la cuna,silla,image989
lo que se encuentra en el lado derecho de la cuna,gabinete,image989
Lo que se encuentra en el lado izquierdo,ventana,image990
Qué objeto se encuentra en el lado derecho de la ventana,espejo,image990
Qué objetos se encuentran en la fila superior de la estantería de juguetes,"libros, botella",image990
Qué objeto se encuentra en el lado derecho de la estantería de juguetes,cubo_de_basura,image990
lo que se encuentra en el lado izquierdo de la cama,mesa,image991
lo que se encuentra en la parte superior de la mesa,lámpara,image991
Cuál es el color de la lámpara,rojo,image991
lo que se encuentra en la parte superior de la lámpara,junta,image991
Cuántas tablas hay,2,image991
lo que se encuentra en la parte superior de la ventana,foto,image992
Qué es la cubierta de la ventana con,cortina,image992
lo que se encuentra delante de la lámpara,cama,image992
lo que se encuentra en la parte superior de la lámpara,junta,image992
lo que se encuentra al lado derecho de la puerta,estantería,image993
Qué objeto se encuentra en el estante superior de la estantería,foto,image993
Qué hay en la parte inferior del tablero,"mesa, silla",image993
Qué objeto se encuentra en la parte inferior izquierda,gabinete,image994
Qué se encuentra en la parte superior del gabinete,ventana,image994
Cuántas manijas hay,3,image994
Qué hay a la derecha del gabinete,cama,image994
Lo que se encuentra en el lado izquierdo,estantería,image995
Qué hay a la derecha de la estantería,ventana,image995
Qué objeto se encuentra debajo de la ventana,gabinete,image995
Cuántas carcasas hay,3,image995
Cuántas lámparas encontraron,2,image996
Qué objetos se encuentran en la cama,"muñeca, almohada",image996
lo que se encuentra en el lado izquierdo de la cuna,ventana,image996
lo que se encuentra a la izquierda del gabinete,cubo_de_basura,image997
Qué objetos se encuentran en la cama,"muñeca, almohada",image997
lo que se encuentra en el lado derecho de la cuna,gabinete,image998
Qué objeto está en la parte superior del gabinete,lámpara,image998
Cuáles son los objetos que se encuentran debajo del gabinete,libros,image998
Qué objeto se encuentra debajo de la ventana,foto,image999
Qué objetos se encuentran en el gabinete,foto,image999
Qué hay al lado izquierdo de la cama,lámpara,image999
lo que se encuentran en el suelo al lado derecho de la cuna,libros,image999
Qué objeto se encuentra en el lado izquierdo,armario,image1000
Cuántos cajones hay en el armario,6,image1000
Qué está pegado en la parte superior del gabinete,foto,image1000
Qué hay encima de la mesa,"radio, estéreo",image1001
Qué queda en la mesa,muñeca,image1001
Qué está colgando en el lado izquierdo de la habitación cerca de las muñecas,cortina,image1001
Qué hay delante de la mesa,libros,image1001
Dónde se guardan los juguetes,silla,image1001
Qué hay en la puerta,pomo_de_la_puerta,image1002
Qué hay encima de la cama,almohada,image1002
Qué está pegado en la puerta,pegatina,image1002
Qué está colgado en la pared a la derecha de la puerta,elemento_decorativo,image1002
lo que está presente en la pared al lado derecho de la puerta,interruptor_luz,image1002
lo que está presente a la derecha de la camisa colgada en la puerta,pomo_de_la_puerta,image1003
Qué hay debajo del estéreo,mesa,image1003
Qué hay en el piso a la derecha de los retratos,bolso,image1003
Qué hay colgado en el pomo de la puerta detrás de la puerta,bolsa,image1003
Qué hay disponible en el medio de la puerta,panel_de_vidrio,image1004
lo que está presente en el lado derecho de la puerta,camisas_en_percha,image1004
Qué hay justo al lado de la cama,estante_de_almacenamiento,image1004
lo que está presente en la parte superior del estante de almacenamiento,libros,image1004
Cuál es el objeto principal presente en la habitación,estantes,image1005
lo que se coloca en la parte superior del segundo estante de la segunda partición de la estantería,televisión,image1005
Qué hay detrás del televisor,control_remoto,image1005
Qué hay dentro del marco de la foto,foto,image1005
lo que se guarda entre los marcos de las fotos,elemento_decorativo,image1005
Qué hay colgado en la pared,decoración_pared,image1006
lo que se guarda cerca de la pared y la cama en la esquina de la habitación,lámpara,image1006
Cuál es el objeto cubierto con sábanas cerca de la lámpara,cama,image1006
lo que se guarda encima de la cama y debajo de la sábana,almohada,image1006
Cuál es el objeto de color marrón colgado cerca de la cama,cortina,image1006
lo que está presente a la izquierda de la imagen1007,tendedero_de_ropa,image1007
lo que está extendido por toda la cama,ropa,image1007
Qué hay colgado en la pared,decoración_pared,image1007
lo que se guarda cerca de la pared y la cama en la esquina de la habitación,lámpara,image1007
Cuál es el objeto cubierto con sábanas cerca de la lámpara,cama,image1007
Qué está colgado en la habitación cerca del lado izquierdo de la imagen1008,cortina,image1008
Qué está pegado en la pared cerca de las cortinas,foto,image1008
lo que se mantiene en el suelo en el medio de la imagen1008,bolsa,image1008
lo que está presente en la pared en el lado izquierdo,interruptor_luz,image1009
Qué objeto está presente en el medio,cama,image1009
Qué objeto está presente en la parte superior de la cama,almohada,image1009
lo que está apilado en la esquina inferior izquierda,sábanas,image1009
lo que se guarda cerca de la ventana,lámpara,image1009
lo que se mantiene cerca de la esquina inferior izquierda,almohada,image1010
Qué es lo que está presente en el medio,zapatero,image1010
Qué se guarda en el porta zapatos,zapato,image1010
Qué está colgando cerca del estante de zapatos,bolsa,image1010
lo que está presente en el lado derecho del porta zapatos,puerta,image1010
lo que está disponible cerca de la esquina superior izquierda,puerta,image1011
lo que se mantiene en el piso al lado izquierdo,cubo_de_basura,image1011
Qué se guarda debajo del asiento,libros,image1011
lo que se mantiene en la parte superior del asiento,almohada,image1011
lo que está colgado cerca de la esquina superior derecha de la imagen1011,camisas_en_percha,image1011
lo que está disponible cerca de la esquina superior izquierda,puerta,image1012
lo que se mantiene en el piso al lado izquierdo,cubo_de_basura,image1012
Qué hay colgado en la puerta,ropa,image1012
lo que se mantiene en la parte superior del asiento,almohada,image1012
Lo que se guarda debajo de la almohada en el asiento,mochila,image1012
Qué objeto está presente en la habitación que tiene la mayor parte de la porción,cama,image1013
lo que se mantiene en la parte superior de la cama,almohada,image1013
Qué cubre la cama,sábanas,image1013
lo que está presente en la parte superior de la cama en la pared,ventana,image1013
y lo que está guardado en el lado derecho.,lámpara,image1013
Qué hay colgado en la pared,decoración_pared,image1014
lo que se guarda cerca de la esquina izquierda de la cama,lámpara,image1014
lo que se mantiene en la parte superior de la cama,almohada,image1014
lo que está presente en la parte superior de la cama en la pared,ventana,image1014
lo que está disponible en la esquina derecha,puerta,image1015
lo que está disponible al lado de la puerta en su lado derecho,decoración_pared,image1015
lo que está disponible al lado de la puerta en su lado izquierdo,espejo,image1015
lo que se mantiene en la parte superior de la estantería,caja,image1015
lo que está colgado en la pared en el lado derecho,decoración_pared,image1016
lo que está disponible al lado de la puerta en su lado izquierdo,espejo,image1016
Qué hay delante del cajón,cajón_pomo,image1016
Qué está colgado en el techo,lámpara_de_araña,image1016
lo que está colgado en la pared en el lado derecho,decoración_pared,image1017
Qué objeto está presente debajo de la ventana,"cama, almohada",image1017
Qué objeto está bajo la almohada,cama,image1017
lo que está extendido en la cama,sábanas,image1017
Qué hay detrás de la cama,pared,image1018
lo que está presente en la pared cerca de la puerta,interruptor_luz,image1018
lo que se mantiene en la parte superior de la cama,almohada,image1018
lo que se ve en la puerta cerca del lado derecho,pomo_de_la_puerta,image1018
lo que se guarda cerca de la esquina de la habitación a la izquierda,mesita_de_noche,image1018
lo que está presente cerca de la puerta,silla,image1019
Qué objeto está presente a la izquierda de la silla,estantes,image1019
Qué hay colgado en la pared,decoración_pared,image1019
lo que se guarda en el estante inferior del estante,caja,image1019
Qué hay en el centro de la habitación,cama,image1020
lo que se mantiene en la parte superior de la cama,almohada,image1020
Qué cubre la cama encima de ella,sábanas,image1020
lo que está presente en la pared cerca de la puerta,interruptor_luz,image1020
"lo que está cerca de la derecha,",cama,image1021
lo que está presente en la parte superior de la cama,almohada,image1021
lo que se ve en la pared detrás de la cama,pantalla_lámpara,image1021
lo que se guarda en la mesa cerca de la parte inferior izquierda,botella,image1021
lo que está cerca del borde derecho,ventana,image1022
lo que está presente cerca de la ventana,mesa,image1022
Qué hay al lado de la mesa,silla,image1022
Qué hay entre la lámpara y la silla,separador_de_habitaciones,image1022
Qué hay al lado de la lámpara,cama,image1022
lo que está colgado en la pared cerca de la ventana,decoración_pared,image1023
lo que está presente cerca de la ventana en su frente,mesa,image1023
lo que se guarda cerca de la mesa,silla,image1023
lo que está presente a la derecha de la mesa,separador_de_habitaciones,image1023
lo que está presente cerca de la esquina de la habitación,ventana,image1024
lo que está presente cerca de la ventana,lámpara,image1024
lo que está disponible cerca de la lámpara,cama,image1024
lo que se mantiene en la parte superior de la cama,almohada,image1024
Qué hay colgado en la pared,decoración_pared,image1024
lo que está disponible en la esquina izquierda,puerta,image1025
lo que está presente cerca de la puerta a su derecha,separador_de_habitaciones,image1025
lo que está presente en el suelo cerca del divisor de la habitación a su derecha,cubo_de_basura,image1025
lo que está presente cerca de la noche de la derecha,cama,image1025
lo que está presente cerca de la cama a su derecha,lámpara,image1025
Qué hay colgado en la pared,decoración_pared,image1026
Qué hay debajo de la pared colgando,interruptor_luz,image1026
lo que está presente cerca de la parte inferior izquierda,sofá,image1026
Qué está presente justo al lado de la puerta,separador_de_habitaciones,image1026
lo que está presente cerca de la cama a su izquierda,mesita_de_noche,image1027
lo que está presente en la parte superior de la cama,almohada,image1027
Qué hay en el lado izquierdo,puerta,image1027
lo que se guarda en el suelo cerca de la puerta,canasta,image1027
lo que está presente en la esquina superior izquierda,puerta,image1028
lo que se mantiene en la mesa,imagen,image1028
Qué hay en el lado derecho de la mesa,silla,image1028
lo que está presente en el lado izquierdo de la habitación cerca de la puerta,cama,image1028
lo que está presente en el frente de la bolsa de plástico y la tapa,casco_de_bicicleta,image1028
lo que se guarda en la parte superior de la mesa cerca de la cama,lámpara,image1029
lo que está extendido en la cama,sábanas,image1029
Qué hay encima de la cama,almohada,image1029
Qué está colgado en la pared sobre la cama,decoración_pared,image1029
Qué es a la derecha de la mesa cerca del lado izquierdo,silla,image1029
lo que se mantiene en el suelo al lado izquierdo del interruptor de luz,imagen,image1030
Qué hay por encima de la imagen en la pared,ventana,image1030
Qué hay en el suelo delante de la cama,tapete_de_piso,image1030
Cuál es el objeto más grande en la parte superior de la mesa,lámpara,image1030
lo que está conectado al cajón en el lado izquierdo,cajón_pomo,image1031
lo que se mantiene en la parte superior de la mesa del cajón,libros,image1031
lo que está presente en la parte superior del cajón junto a los libros,espejo,image1031
lo que está presente cerca de la pared al lado derecho del cajón,silla,image1031
lo que está presente en el lado izquierdo,mesa,image1032
lo que está presente en el lado derecho de la mesa,silla,image1032
Qué hay disponible en la parte superior de la cama,cama,image1032
Qué hay disponible en la parte superior de la cama,almohada,image1032
lo que está conectado a la mesa a través del cableado,lámpara,image1033
lo que se mantiene en la parte superior del mango de la cama de madera,botella,image1033
lo que se mantiene en la parte superior de la mesa de madera,ropa,image1033
Qué se guarda debajo de la mesa,cubo_de_basura,image1034
lo que se guarda cerca de la mesa,silla,image1034
lo que se guarda en el lado derecho de la mesa,archivo,image1034
Qué está pegado en el estante de madera detrás de los libros,cuadro,image1034
lo que está presente en el lado derecho de la imagen1035,cama,image1035
lo que se mantiene en la parte superior de la almohada,libro,image1035
Qué hay en el suelo entre la ropa,muñeca,image1035
lo que está presente en el lado izquierdo,estante_de_almacenamiento,image1035
Qué se pone en las ventanas,tapa_ventana,image1036
lo que está presente frente a la ventana,cama,image1036
lo que está presente en la parte superior de la cama,almohada,image1036
Qué está cubriendo la cama en su parte superior,sábanas,image1036
Qué hay encima de la almohada,libro,image1036
lo que se guarda en el lado izquierdo de la mesa y el estante,libros,image1037
"lo que está en la parte derecha de los libros,",lámpara,image1037
Qué está colgando del cajón,ropa,image1037
lo que está presente en el lado izquierdo,puerta,image1037
lo que está presente frente a la ventana,imagen,image1038
lo que está presente en la parte superior del estante de almacenamiento debajo de la ventana,cama,image1038
lo que está conectado a la plataforma de almacenamiento,mando,image1038
lo que está presente en la habitación del lado derecho,tobogán,image1039
lo que está presente debajo del tobogán en el suelo,caja,image1039
Qué está colgando del estante de la cama,ropa,image1039
Qué hay encima del estante de la cama,almohada,image1039
Qué hay colgado en la pared,imagen,image1040
lo que está presente cerca del lado derecho de la pared,ventana,image1040
Qué hay debajo de la imagen,cama,image1040
lo que se mantiene en la parte superior del escritorio,tapete_de_escritorio,image1041
Qué hay encima de la cama,muñeca,image1041
lo que está presente en la parte superior de la estera de escritorio,teléfono_inalámbrico,image1041
Qué hay detrás de la cama,ventana,image1041
Qué está colgado en la pared,imagen,image1042
lo que hay entre las dos camas,estante_de_almacenamiento,image1042
lo que está presente en la parte superior del estante de almacenamiento en el medio,lámpara,image1042
lo que está presente en el lado izquierdo de la imagen1043,escritorio,image1043
lo que está presente en la parte superior de la mesa,tapete_de_escritorio,image1043
Qué hay en el escritorio,estantes,image1043
lo que está presente en el lado derecho del escritorio,cama,image1043
lo que está colgado en la pared cerca del estante de almacenamiento,espejo,image1044
lo que está colgado en la esquina superior izquierda del espejo,medalla,image1044
lo que está presente detrás del estante de almacenamiento,cama,image1044
lo que está presente en la esquina inferior derecha,"maleta, carrito",image1044
Qué hay colgado en la pared cerca de la cama,decoración_pared,image1045
Qué hay encima de la cama,almohada,image1045
lo que se mantiene en la parte superior del estante de almacenamiento en el lado delantero,botella,image1045
Qué hay en el suelo delante de la cama,ropa,image1045
"lo que está en el lado derecho,",cama,image1046
lo que está presente en la parte superior de la cama,almohada,image1046
Qué hay colgado en la pared cerca de la cama,decoración_pared,image1046
lo que está presente en la esquina izquierda de la habitación,estante_de_almacenamiento,image1046
Qué hay en el piso entre los estantes de almacenamiento,canasta,image1047
lo que está pegado en el estante de almacenamiento,cajón_pomo,image1047
lo que está disponible en el lado izquierdo,cama,image1048
Qué hay disponible en el lado derecho de la cama,mesita_de_noche,image1048
lo que se mantiene en la parte superior del puesto de noche,lámpara,image1048
lo que está disponible en el lado derecho del puesto de noche,silla,image1048
Qué hay encima del escritorio,tapete_de_escritorio,image1048
Qué hay en el centro de la habitación,cama,image1049
lo que se mantiene en la parte superior de la cama cerca del lado del pie,mesa,image1049
lo que se mantiene en la parte superior del puesto de noche,lámpara,image1049
Qué hay colgado en la pared,imagen,image1049
lo que se ve en la esquina inferior izquierda,perillas,image1050
Qué está colgando de la cama cerca del armario,cinturón,image1050
lo que está extendido por toda la cama,"ropa, sábanas",image1050
Qué hay colgado en la pared,imagen,image1050
Qué hay en el lado derecho,gabinete,image1051
Qué hay al lado izquierdo del gabinete,espejo,image1051
lo que se encuentra cerca del espejo,zapatero,image1051
Cuál es el lado opuesto al estante de zapatos,cesto_de_lavanda,image1051
Qué hay colgado encima de la cesta de la ropa,ropa,image1051
Qué hay delante de la ventana,cama,image1052
Qué hay a ambos lados de la ventana,certificado_enmarcado,image1052
Qué hay en la cama,"almohada, manta",image1052
Qué hay al lado derecho de la cama,gabinete,image1052
Qué hay en el suelo,"ropa, libro",image1052
Cuántos botones hay,9,image1053
Qué hay delante de la silla,gabinete,image1053
Qué hay pegado en el armario,"foto, certificado",image1053
Qué hay al lado derecho de la pared,gabinete,image1053
Qué hay colgado en la silla,ropa,image1053
Qué hay en la parte superior derecha,litera,image1054
Qué hay a la derecha de la litera,silla,image1054
Qué hay detrás de la silla,ventana,image1054
Qué hay debajo de la silla,cubo_de_basura,image1054
Qué hay a la derecha de la silla,cama,image1054
Qué hay delante de la cama,gabinete,image1054
Qué hay en el armario,sombrero,image1054
Qué está pegado en la pared,foto,image1054
Qué hay a la derecha del muro divisorio,escalera,image1055
Qué hay debajo de la escalera,cesta_juguetes,image1055
Qué hay a la derecha de la escalera,gabinete,image1055
Qué objetos hay en el gabinete,"juguete, foto, libro",image1055
Qué hay a la derecha del gabinete,litera,image1055
Cuántos botones hay,10,image1055
Qué hay al lado izquierdo de la habitación,litera,image1056
Qué hay al lado derecho de la litera,silla,image1056
Qué hay debajo de la silla,cubo_de_basura,image1056
Qué hay al lado derecho de la silla,cama,image1056
Qué hay detrás de la silla,ventana,image1056
Qué hay en el lado derecho,cama,image1057
Qué hay detrás de la cama,ventana,image1057
Cuántas almohadas encontraron,3,image1057
Qué hay delante de la ventana,gabinete,image1058
Qué cosas hay en el armario,"impresora, ropa",image1058
Qué hay delante del gabinete,silla,image1058
Qué se encuentra cerca de la silla,cubo_de_basura,image1058
Qué hay en el lado derecho,espejo,image1058
Cuántos mangos se ven,9,image1059
lo que se encuentra en la esquina inferior izquierda,silla,image1059
Qué hay en el lado derecho,ventana,image1059
lo que se encuentra en el suelo,tapete_de_piso,image1059
Cuántas almohadas hay en la cama,4,image1060
Qué hay al lado izquierdo de la cama,gabinete,image1060
Qué hay al lado derecho de la cama,gabinete,image1060
Qué hay en el lado derecho,ventana,image1060
Qué hay en el suelo,tapete_de_piso,image1060
Qué hay a la izquierda de la puerta,mesa,image1061
Qué hay delante de la mesa,silla,image1061
Qué está atascado en la mesa,foto,image1061
Qué hay a la derecha de la foto,ventana,image1061
Qué hay a la derecha de la ventana,gabinete,image1061
Qué hay al lado derecho del gabinete,cama,image1061
Qué hay a la izquierda,gabinete,image1062
Qué hay al lado derecho del gabinete,cama,image1062
Qué hay en la parte superior de la cama,decoración_pared,image1062
lo que está pegado en la pared a la parte superior derecha de la cama,papel,image1062
Qué cosas hay en el armario,"jarrón, juguete",image1062
Qué hay al lado derecho de la cama en el suelo,altavoz,image1062
Qué hay detrás de la cama,cama,image1063
Qué está pegado en la pared,foto,image1063
Qué hay en el lado derecho de la foto,ventana,image1063
Qué hay en el lado izquierdo,altavoz,image1063
Qué hay en el altavoz,teléfono_inalámbrico,image1063
Qué hay en la esquina inferior izquierda,cama,image1064
Qué hay al otro lado de la cama,ventana,image1064
lo que está colgado en la pared,ropa,image1064
Qué hay a la derecha de la cama,gabinete,image1064
Qué cosas encontramos en el armario,"papel, caja, foto",image1064
Qué hay en el suelo,"libro, sombrero",image1064
Qué hay en el lado derecho,armario,image1064
Qué hay en la esquina inferior izquierda,cama,image1065
Qué hay a la derecha de la cama,gabinete,image1065
Qué hay en el lado derecho,gabinete,image1065
Qué hay a la izquierda del gabinete,armario,image1065
Qué cosas hay en el armario izquierdo,"papel, caja, foto",image1065
lo que se encuentra en el suelo,sombrero,image1065
Qué hay a la derecha de la camisa,ventana,image1066
Qué hay delante de la ventana,mesa,image1066
Qué hay a la izquierda de la mesa,cama,image1066
Qué hay a la izquierda de la cama,gabinete,image1066
Qué hay detrás de la puerta,mesa,image1066
Qué hay en la mesa,"caja_juguetes, gráfico",image1066
lo que se encuentra delante de la mesa,silla,image1066
Qué cosas se encuentran cerca de la mesa,"contenedor, bolsa",image1066
Qué hay a la izquierda de la mesa,estante_juguetes,image1066
Qué hay a la izquierda,foto,image1067
Qué hay a la derecha de la foto,gabinete,image1067
Qué hay a la derecha del gabinete,cama,image1067
lo que se encuentra en el suelo,libro,image1067
Qué hay delante de la ventana,mesa,image1068
Qué hay en el lado derecho de la mesa,cubo_de_basura,image1068
Qué hay a la derecha de la ventana,gabinete,image1068
Qué hay delante del gabinete,"contenedor, bolsa",image1068
Cuáles son los objetos que se encuentran en el gabinete,"botella, juguete, papeles, alambre",image1068
Cuál es el color del recipiente,azul,image1068
Qué hay en el contenedor,bolsa,image1069
Qué hay a la derecha del contenedor,gabinete,image1069
Qué cosas hay en el armario,"botella, papel, juguete, portalápices, paquete_de_papel, caja",image1069
Qué hay delante del gabinete,silla,image1069
Qué hay en el lado derecho,armario,image1069
Qué hay a la izquierda,cama,image1070
Qué está pegado en la pared,elemento_decorativo,image1070
Qué hay a la derecha de la cama,gabinete,image1070
Qué cosas hay en el armario,"lámpara, foto, botella",image1070
Qué cosas hay en el suelo,"libro, zapato",image1070
lo que está colgado a ambos lados de la puerta,cortina,image1070
Qué hay en el lado derecho,gabinete,image1070
Qué hay en el armario,juguete,image1070
Qué hay a la derecha de la cama,gabinete,image1071
Qué hay en la parte superior del gabinete,foto,image1071
Qué hay en la parte superior de la cama en la pared,elemento_decorativo,image1071
Qué hay a la derecha de la cama,gabinete,image1071
Qué cosas hay en el armario,"lámpara, libro, papel",image1071
Qué hay en el suelo,"libro, papel, zapato",image1071
Qué hay en el lado izquierdo,soporte_tv,image1072
Qué hay detrás del televisor,puerta,image1072
Qué hay al otro lado de la puerta,gabinete,image1072
Qué hay detrás del armario,ventana,image1072
lo que está colgado delante de la ventana,cortina,image1072
Qué hay en la esquina inferior derecha,cama,image1072
Qué hay en el lado derecho,estante_de_libro,image1073
Qué hay a la derecha del estante de libros,puerta,image1073
Qué hay delante del estante de libros,silla_juguete,image1073
Cuál es el color de la silla de juguete,azul,image1073
Qué hay colgado en la pared,foto,image1074
Qué hay a la derecha de la cama,mesa,image1074
Qué objeto hay en la mesa,lámpara,image1074
Qué cosas hay en el armario de la derecha,"despertador, caja_de_pañuelos",image1074
Qué hay al lado derecho del armario derecho,cubo_de_basura,image1074
Qué hay a la izquierda,cama,image1075
Qué hay delante de la cama,reposapiés,image1075
Qué hay al lado derecho de la cama,gabinete,image1075
Qué cosas hay en el armario,"lámpara, teléfono, foto",image1075
Qué hay a la derecha del gabinete,ventana,image1075
Qué hay en el lado derecho,foto,image1075
Qué hay a la izquierda de la cama,gabinete,image1076
Qué cosas encontramos en el armario,"lámpara, papeles",image1076
Cuántas almohadas hay en la cama,5,image1076
Qué hay pegado en la pared,foto,image1076
Qué hay delante de la cama,reposapiés,image1076
Qué hay a la derecha de la cama,gabinete,image1076
Qué hay en el armario,"lámpara, despertador, teléfono",image1076
Qué es lo que está en la parte inferior derecha,cama,image1077
Qué hay a la derecha de la cama,litera,image1077
Qué hay pegado en la pared,foto,image1077
De qué color es la pared,rosa,image1077
Qué hay en el lado derecho,cama,image1078
Qué hay delante de la cama,mesa,image1078
Qué cosas hay en la mesa,"juguete, teléfono",image1078
Qué está pegado en la pared,foto,image1078
Qué hay a la derecha de la mesa,litera,image1078
Qué hay a la izquierda,silla,image1079
Cuántas sillas hay,2,image1079
Qué hay delante de la ventana,"corredera, mesa",image1079
Qué hay en la parte inferior derecha,cama,image1079
lo que se encuentran en el lado derecho de la mesa,ropa,image1079
Qué hay a la izquierda,litera,image1080
Qué hay al lado derecho de la litera,cama,image1080
Qué hay delante de la cama,mesa,image1080
Qué está pegado en la pared,foto,image1080
Qué son los pegados en la pared,interruptor_luz,image1080
Qué hay delante de la ventana,cinta_de_correr,image1081
Qué hay cerca de la cinta de correr,cuna,image1081
Qué hay a la izquierda,mesa,image1081
Qué hay en la mesa,"monitor, teléfono",image1081
Qué hay en el lado derecho del estante,gabinete,image1081
Qué hay en el lado derecho del gabinete,cama,image1081
Qué hay pegado en la pared,foto,image1082
Cuáles son los colores de la cuna,"rojo, amarillo, azul, verde",image1082
Qué hay delante de la ventana,cinta_de_correr,image1082
Qué hay debajo de la mesa,silla,image1082
Qué hay cerca de la cinta de correr,cuna,image1082
Cuántas asas se ven en el gabinete,5,image1082
Qué hay en la esquina superior derecha,ventana,image1082
Qué hay cerca de la cama,cochecito_juguete,image1083
Qué hay a la derecha de la cama,gabinete,image1083
Qué hay en el armario,bolsa,image1083
Cuál es el color del cochecito de juguete,blanco,image1083
lo que se encuentra en la esquina superior derecha,estantería,image1084
Qué hay delante de la estantería,mesa,image1084
Cuáles son los objetos en la mesa,"monitor, control_remoto",image1084
Qué hay delante de la mesa,cuna,image1084
Qué hay detrás de la cuna,cinta_de_correr,image1084
Qué hay a la derecha de la cinta de correr,ventana,image1084
lo que se encuentra en la esquina inferior izquierda,cama,image1085
Qué hay en la parte superior de la cama,espejo,image1085
Qué hay al lado derecho de la cama,gabinete,image1085
Qué cosas hay en el armario,"lámpara, caja_de_pañuelos, despertador",image1085
Qué hay en el suelo,"botella_de_líquido, tablero_de_líquido, cable",image1085
Qué está pegado en la pared,foto,image1085
Cuántos sofás hay,2,image1086
Qué hay a la derecha de la puerta,gabinete,image1086
Qué hay delante de la puerta,mesa,image1086
Qué está pegado en la pared,espejo,image1086
lo que está cerca del espejo,lámpara,image1086
donde se coloca la lámpara,gabinete,image1086
Qué hay al lado derecho del gabinete,cama,image1086
Qué hay a la izquierda,armario,image1087
Qué hay en la esquina izquierda de la habitación,ventana,image1087
lo que está colgado delante de la ventana,cortina,image1087
Qué hay delante de la ventana,percha_ropa,image1087
lo que está colgado en la pared,foto,image1087
lo que se encuentra delante de la foto,sofá,image1087
Qué hay al lado derecho del sofá,mesa,image1087
Qué hay al lado izquierdo de la cama,computadora,image1088
Qué cosas se encuentran cerca del monitor de la computadora,"teclado, mouse, mouse_pad",image1088
Qué cosas hay en el estante,"lámpara, crema, papel",image1088
Qué hay delante de la ventana,"guitarra, teclado, soporte_para_micrófono",image1089
lo que se encuentra debajo del teclado,caja,image1089
Qué está a la derecha del teclado,estantería,image1089
Qué hay en la esquina inferior derecha,cama,image1089
lo que se encuentra en el lado izquierdo de la habitación,gabinete,image1090
Qué hay en el armario,televisión,image1090
Qué instrumento se encuentra en el suelo,soporte_para_micrófono,image1090
lo que se encuentra en el suelo,alambre,image1090
Qué hay abajo a la izquierda,cama,image1091
Qué hay a la derecha de la cama,mesa,image1091
Qué objetos se encuentran en la mesa,"periódicos, lámpara, caja_de_pañuelos",image1091
Qué hay pegado en la pared,elemento_decorativo,image1091
Qué hay delante de la cortina,canasta,image1091
Qué hay cerca de la cesta,gabinete,image1091
Qué cosas encontramos en el armario,"crema, foto, botella_de_perfume",image1091
Qué hay en el lado izquierdo,gabinete,image1092
Qué cosas hay en el armario,libros,image1092
Qué hay en la parte superior del gabinete,foto,image1092
Qué objeto se encuentra cerca de la cama,lámpara,image1092
Qué hay a la derecha de la cama,mesa,image1092
Qué hay en la mesa,"lámpara, caja_de_pañuelos, periódicos",image1092
Qué hay detrás de la cama,planta,image1092
Qué hay en la esquina inferior izquierda,cama,image1093
Qué hay detrás de la cama,canasta,image1093
Qué hay delante de la canasta,gabinete,image1093
